y_true,y_pred,residual,abs_err
590000.0,613236.44,-23236.4375,23236.4375
5200000.0,7071079.0,-1871079.0,1871079.0
1375000.0,1405423.1,-30423.125,30423.125
1525000.0,1740701.1,-215701.125,215701.125
2600000.0,2081733.2,518266.75,518266.75
800000.0,1075544.1,-275544.125,275544.125
370000.0,477089.44,-107089.4375,107089.4375
166440.0,169900.34,-3460.34375,3460.34375
455000.0,502325.16,-47325.15625,47325.15625
5200000.0,4312664.5,887335.5,887335.5
3199000.0,3158784.8,40215.25,40215.25
225000.0,313175.34,-88175.34375,88175.34375
360000.0,296288.22,63711.78125,63711.78125
1750000.0,1236850.1,513149.875,513149.875
430000.0,399223.72,30776.28125,30776.28125
825000.0,1688409.8,-863409.75,863409.75
685000.0,661722.9,23277.125,23277.125
3900000.0,3730600.2,169399.75,169399.75
650000.0,604889.5,45110.5,45110.5
2750000.0,2771018.8,-21018.75,21018.75
750000.0,1102797.1,-352797.125,352797.125
561000.0,603170.2,-42170.1875,42170.1875
1095000.0,1000722.4,94277.625,94277.625
1650000.0,1540790.5,109209.5,109209.5
1025000.0,969595.7,55404.3125,55404.3125
436000.0,475037.78,-39037.78125,39037.78125
3775000.0,3681566.2,93433.75,93433.75
1063000.0,949891.7,113108.3125,113108.3125
745000.0,590517.06,154482.9375,154482.9375
1245000.0,1264639.4,-19639.375,19639.375
823000.0,747795.5,75204.5,75204.5
525000.0,612179.06,-87179.0625,87179.0625
1750000.0,1376397.2,373602.75,373602.75
345000.0,355478.12,-10478.125,10478.125
450000.0,521182.72,-71182.71875,71182.71875
1040000.0,1112719.2,-72719.25,72719.25
185000.0,194783.02,-9783.015625,9783.015625
2450000.0,3173368.0,-723368.0,723368.0
295000.0,283480.53,11519.46875,11519.46875
409999.0,375026.47,34972.53125,34972.53125
2450000.0,2582529.8,-132529.75,132529.75
229999.0,262105.8,-32106.796875,32106.796875
944999.0,924563.25,20435.75,20435.75
795000.0,825173.4,-30173.375,30173.375
4700000.0,4057511.2,642488.75,642488.75
4500000.0,3602331.2,897668.75,897668.75
310000.0,388494.03,-78494.03125,78494.03125
2385000.0,2613515.5,-228515.5,228515.5
166440.0,172828.5,-6388.5,6388.5
390000.0,379810.5,10189.5,10189.5
449000.0,371031.47,77968.53125,77968.53125
325000.0,477258.97,-152258.96875,152258.96875
785000.0,829234.25,-44234.25,44234.25
1050000.0,1158893.0,-108893.0,108893.0
850000.0,904079.06,-54079.0625,54079.0625
1055000.0,1188958.4,-133958.375,133958.375
715000.0,699129.0,15871.0,15871.0
550000.0,609051.44,-59051.4375,59051.4375
635000.0,623302.4,11697.625,11697.625
1625000.0,1577087.6,47912.375,47912.375
490000.0,631019.1,-141019.125,141019.125
885000.0,813640.2,71359.8125,71359.8125
685000.0,714926.06,-29926.0625,29926.0625
365000.0,290329.4,74670.59375,74670.59375
480000.0,464467.9,15532.09375,15532.09375
350000.0,364451.3,-14451.3125,14451.3125
565000.0,417542.1,147457.90625,147457.90625
9900000.0,9910371.0,-10371.0,10371.0
4475000.0,5519722.0,-1044722.0,1044722.0
1190000.0,1200990.8,-10990.75,10990.75
7990000.0,7221033.5,768966.5,768966.5
890000.0,971608.0,-81608.0,81608.0
600000.0,616782.56,-16782.5625,16782.5625
869000.0,908437.4,-39437.375,39437.375
1490000.0,1567713.1,-77713.125,77713.125
450000.0,471857.0,-21857.0,21857.0
525000.0,388634.3,136365.6875,136365.6875
750000.0,1348147.6,-598147.625,598147.625
3250000.0,2731316.8,518683.25,518683.25
1900000.0,2583679.8,-683679.75,683679.75
745000.0,708804.25,36195.75,36195.75
3390000.0,3721401.5,-331401.5,331401.5
2900000.0,2714377.0,185623.0,185623.0
645000.0,727787.7,-82787.6875,82787.6875
1500000.0,1542346.5,-42346.5,42346.5
445000.0,494765.5,-49765.5,49765.5
3500000.0,3374822.2,125177.75,125177.75
434999.0,501494.03,-66495.03125,66495.03125
450000.0,488394.22,-38394.21875,38394.21875
385000.0,399777.97,-14777.96875,14777.96875
2799000.0,3292103.8,-493103.75,493103.75
325000.0,275746.03,49253.96875,49253.96875
7200000.0,2569310.5,4630689.5,4630689.5
2250000.0,2102628.5,147371.5,147371.5
890000.0,721792.4,168207.625,168207.625
499000.0,536981.56,-37981.5625,37981.5625
8000000.0,7059988.5,940011.5,940011.5
825000.0,962370.06,-137370.0625,137370.0625
6000000.0,5229908.0,770092.0,770092.0
850000.0,720547.0,129453.0,129453.0
7000000.0,7370263.0,-370263.0,370263.0
4800000.0,5352198.5,-552198.5,552198.5
650000.0,563523.25,86476.75,86476.75
2750000.0,2591700.0,158300.0,158300.0
520000.0,626004.0,-106004.0,106004.0
795000.0,1027899.8,-232899.8125,232899.8125
3800000.0,3458006.5,341993.5,341993.5
412000.0,444869.03,-32869.03125,32869.03125
285000.0,303849.2,-18849.1875,18849.1875
2100000.0,2714334.8,-614334.75,614334.75
434999.0,721042.6,-286043.625,286043.625
1650000.0,1912185.5,-262185.5,262185.5
1875000.0,1954299.1,-79299.125,79299.125
2000000.0,3013814.0,-1013814.0,1013814.0
1123000.0,979710.8,143289.1875,143289.1875
950000.0,975434.3,-25434.3125,25434.3125
3675000.0,5224509.5,-1549509.5,1549509.5
725000.0,753427.94,-28427.9375,28427.9375
380000.0,328620.3,51379.6875,51379.6875
925000.0,1039781.75,-114781.75,114781.75
299000.0,322603.72,-23603.71875,23603.71875
642000.0,447006.94,194993.0625,194993.0625
1835000.0,1395260.5,439739.5,439739.5
1750000.0,1624096.1,125903.875,125903.875
700000.0,720857.4,-20857.375,20857.375
415000.0,549727.3,-134727.3125,134727.3125
229999.0,277157.1,-47158.09375,47158.09375
850000.0,960432.5,-110432.5,110432.5
300000.0,325536.56,-25536.5625,25536.5625
650000.0,867209.75,-217209.75,217209.75
605000.0,635769.44,-30769.4375,30769.4375
525000.0,507908.3,17091.6875,17091.6875
1450000.0,1540620.4,-90620.375,90620.375
2400000.0,3324599.8,-924599.75,924599.75
1490000.0,1215718.6,274281.375,274281.375
521000.0,593312.75,-72312.75,72312.75
675000.0,720850.5,-45850.5,45850.5
2250000.0,2183378.8,66621.25,66621.25
400000.0,483088.56,-83088.5625,83088.5625
1050000.0,1205299.6,-155299.625,155299.625
6600000.0,6404708.0,195292.0,195292.0
425000.0,446843.25,-21843.25,21843.25
630000.0,635521.1,-5521.125,5521.125
475000.0,478249.4,-3249.40625,3249.40625
3400000.0,4131456.0,-731456.0,731456.0
1250000.0,1102021.0,147979.0,147979.0
465000.0,421270.34,43729.65625,43729.65625
3199000.0,3068337.2,130662.75,130662.75
1421000.0,1788579.4,-367579.375,367579.375
480000.0,608089.75,-128089.75,128089.75
575000.0,709692.56,-134692.5625,134692.5625
380000.0,377537.62,2462.375,2462.375
690000.0,898804.3,-208804.3125,208804.3125
329000.0,398170.06,-69170.0625,69170.0625
330000.0,253109.25,76890.75,76890.75
575000.0,679004.8,-104004.8125,104004.8125
1075000.0,1206349.1,-131349.125,131349.125
409999.0,519203.6,-109204.59375,109204.59375
575000.0,576889.75,-1889.75,1889.75
4900000.0,5320450.0,-420450.0,420450.0
3325000.0,5259886.5,-1934886.5,1934886.5
5200000.0,5580138.5,-380138.5,380138.5
305000.0,348169.16,-43169.15625,43169.15625
3000000.0,2703230.5,296769.5,296769.5
4000000.0,2576808.8,1423191.25,1423191.25
1595000.0,1688583.6,-93583.625,93583.625
1689999.0,1933547.6,-243548.625,243548.625
286000.0,301538.2,-15538.1875,15538.1875
690000.0,648543.9,41456.125,41456.125
575000.0,429737.16,145262.84375,145262.84375
1889999.0,1855912.9,34086.125,34086.125
480000.0,483535.3,-3535.3125,3535.3125
575000.0,585457.75,-10457.75,10457.75
2100000.0,2089890.5,10109.5,10109.5
1975000.0,1413640.2,561359.75,561359.75
775000.0,870595.75,-95595.75,95595.75
950000.0,777114.2,172885.8125,172885.8125
1950000.0,2068158.9,-118158.875,118158.875
5900000.0,6063082.5,-163082.5,163082.5
315000.0,298392.44,16607.5625,16607.5625
770000.0,611283.5,158716.5,158716.5
540000.0,615412.94,-75412.9375,75412.9375
455000.0,439152.72,15847.28125,15847.28125
5995000.0,5293997.0,701003.0,701003.0
4200000.0,2807075.8,1392924.25,1392924.25
400000.0,481385.22,-81385.21875,81385.21875
1639999.0,2044733.5,-404734.5,404734.5
1190000.0,1972437.9,-782437.875,782437.875
4250000.0,3240177.0,1009823.0,1009823.0
495000.0,525773.44,-30773.4375,30773.4375
2690000.0,2018977.0,671023.0,671023.0
550000.0,544766.4,5233.625,5233.625
1700000.0,1834757.5,-134757.5,134757.5
1121000.0,1002930.5,118069.5,118069.5
500000.0,630942.1,-130942.125,130942.125
775000.0,817287.06,-42287.0625,42287.0625
1850000.0,1324276.1,525723.875,525723.875
994999.0,1189437.6,-194438.625,194438.625
1275000.0,1248756.6,26243.375,26243.375
1195000.0,1117116.5,77883.5,77883.5
166440.0,255075.1,-88635.09375,88635.09375
235000.0,242167.5,-7167.5,7167.5
2850000.0,3382495.0,-532495.0,532495.0
555000.0,435958.0,119042.0,119042.0
535000.0,637588.94,-102588.9375,102588.9375
1575000.0,1364075.1,210924.875,210924.875
690000.0,968095.4,-278095.375,278095.375
640000.0,717296.75,-77296.75,77296.75
5950000.0,6074308.5,-124308.5,124308.5
1725000.0,1661636.2,63363.75,63363.75
9500000.0,9069108.0,430892.0,430892.0
2275000.0,2428446.5,-153446.5,153446.5
299000.0,279354.56,19645.4375,19645.4375
166440.0,177382.55,-10942.546875,10942.546875
1825000.0,1844704.5,-19704.5,19704.5
1611000.0,1815871.6,-204871.625,204871.625
1350000.0,1193641.8,156358.25,156358.25
890000.0,720531.94,169468.0625,169468.0625
1650000.0,1547581.9,102418.125,102418.125
590000.0,655916.3,-65916.3125,65916.3125
515000.0,423104.78,91895.21875,91895.21875
585000.0,758836.8,-173836.8125,173836.8125
345000.0,465267.5,-120267.5,120267.5
5100000.0,4640395.5,459604.5,459604.5
2400000.0,2402066.2,-2066.25,2066.25
235000.0,253249.34,-18249.34375,18249.34375
600000.0,637155.44,-37155.4375,37155.4375
5975000.0,5985686.0,-10686.0,10686.0
320000.0,269345.75,50654.25,50654.25
550000.0,531880.75,18119.25,18119.25
1420000.0,1112235.0,307765.0,307765.0
275000.0,282164.22,-7164.21875,7164.21875
740000.0,695404.2,44595.8125,44595.8125
6500000.0,4506549.0,1993451.0,1993451.0
1090000.0,985085.75,104914.25,104914.25
1350000.0,1552900.8,-202900.75,202900.75
