y_true,y_pred,residual,abs_err
235000.0,248364.94,-13364.9375,13364.9375
270000.0,511353.4,-241353.40625,241353.40625
1095000.0,958728.56,136271.4375,136271.4375
2500000.0,2084368.9,415631.125,415631.125
1925000.0,1789041.9,135958.125,135958.125
490000.0,474965.5,15034.5,15034.5
2750000.0,3037011.0,-287011.0,287011.0
969999.0,677229.06,292769.9375,292769.9375
4459000.0,2461457.0,1997543.0,1997543.0
445000.0,473395.38,-28395.375,28395.375
6100000.0,6171372.0,-71372.0,71372.0
320000.0,351378.34,-31378.34375,31378.34375
310000.0,363814.1,-53814.09375,53814.09375
950000.0,1003522.56,-53522.5625,53522.5625
480000.0,514710.8,-34710.8125,34710.8125
459999.0,425405.25,34593.75,34593.75
275000.0,269624.5,5375.5,5375.5
1375000.0,1313143.4,61856.625,61856.625
4250000.0,3917180.0,332820.0,332820.0
609000.0,647686.0,-38686.0,38686.0
4500000.0,4170595.2,329404.75,329404.75
434999.0,347252.66,87746.34375,87746.34375
630000.0,621478.9,8521.125,8521.125
671000.0,647929.1,23070.875,23070.875
9300000.0,12368397.0,-3068397.0,3068397.0
625000.0,643747.75,-18747.75,18747.75
3200000.0,3197584.2,2415.75,2415.75
599000.0,727090.3,-128090.3125,128090.3125
250000.0,248625.62,1374.375,1374.375
975000.0,1024222.25,-49222.25,49222.25
5850000.0,5825920.0,24080.0,24080.0
490000.0,552591.25,-62591.25,62591.25
3400000.0,3224387.2,175612.75,175612.75
590000.0,564031.44,25968.5625,25968.5625
850000.0,851301.4,-1301.375,1301.375
695000.0,627347.8,67652.1875,67652.1875
400000.0,506347.7,-106347.6875,106347.6875
800000.0,650780.4,149219.625,149219.625
1950000.0,2663278.2,-713278.25,713278.25
4700000.0,4113827.2,586172.75,586172.75
1421000.0,1802351.0,-381351.0,381351.0
2400000.0,2371628.8,28371.25,28371.25
4150000.0,4219908.5,-69908.5,69908.5
780000.0,750126.2,29873.8125,29873.8125
980000.0,760061.75,219938.25,219938.25
2145000.0,1699713.6,445286.375,445286.375
6500000.0,6450534.0,49466.0,49466.0
1850000.0,1777820.5,72179.5,72179.5
1149000.0,1068342.4,80657.625,80657.625
900000.0,900394.3,-394.3125,394.3125
515000.0,417213.84,97786.15625,97786.15625
575000.0,672878.25,-97878.25,97878.25
550000.0,1803008.5,-1253008.5,1253008.5
375000.0,353466.03,21533.96875,21533.96875
449000.0,413504.22,35495.78125,35495.78125
465000.0,417382.44,47617.5625,47617.5625
229999.0,298061.16,-68062.15625,68062.15625
365000.0,304874.25,60125.75,60125.75
1650000.0,1816624.0,-166624.0,166624.0
875000.0,989152.06,-114152.0625,114152.0625
699000.0,694781.44,4218.5625,4218.5625
1575000.0,1549549.4,25450.625,25450.625
1800000.0,1716197.6,83802.375,83802.375
399000.0,501660.44,-102660.4375,102660.4375
5400000.0,5304254.0,95746.0,95746.0
399000.0,339035.3,59964.6875,59964.6875
5811000.0,5283060.5,527939.5,527939.5
1825000.0,1744528.0,80472.0,80472.0
1475000.0,1504011.4,-29011.375,29011.375
1044999.0,847629.2,197369.8125,197369.8125
3325000.0,5417232.0,-2092232.0,2092232.0
1450000.0,1576025.5,-126025.5,126025.5
1025000.0,942434.06,82565.9375,82565.9375
2100000.0,2475205.8,-375205.75,375205.75
325000.0,368164.2,-43164.1875,43164.1875
289000.0,272920.78,16079.21875,16079.21875
5995000.0,5189440.0,805560.0,805560.0
975000.0,919951.9,55048.125,55048.125
399000.0,358871.84,40128.15625,40128.15625
1600000.0,1623090.1,-23090.125,23090.125
6680000.0,6431433.0,248567.0,248567.0
160000.0,269903.94,-109903.9375,109903.9375
891000.0,845775.0,45225.0,45225.0
425000.0,492696.72,-67696.71875,67696.71875
550000.0,417242.5,132757.5,132757.5
475000.0,634879.2,-159879.1875,159879.1875
215000.0,249558.31,-34558.3125,34558.3125
1450000.0,1672026.6,-222026.625,222026.625
3700000.0,3158367.0,541633.0,541633.0
535000.0,608455.06,-73455.0625,73455.0625
925000.0,839358.44,85641.5625,85641.5625
390000.0,336554.22,53445.78125,53445.78125
1085000.0,1063436.1,21563.875,21563.875
1245000.0,1281205.6,-36205.625,36205.625
500000.0,325268.7,174731.3125,174731.3125
999000.0,855598.3,143401.6875,143401.6875
1495000.0,1667992.1,-172992.125,172992.125
6700000.0,5383630.5,1316369.5,1316369.5
3000000.0,2614632.8,385367.25,385367.25
1190000.0,1397711.0,-207711.0,207711.0
1750000.0,1944904.0,-194904.0,194904.0
770000.0,696154.0,73846.0,73846.0
5400000.0,3303527.0,2096473.0,2096473.0
511000.0,566119.94,-55119.9375,55119.9375
1055000.0,1121372.8,-66372.75,66372.75
2196000.0,2131653.8,64346.25,64346.25
1450000.0,1585702.8,-135702.75,135702.75
1650000.0,2163589.0,-513589.0,513589.0
2850000.0,2799713.0,50287.0,50287.0
1175000.0,1338205.0,-163205.0,163205.0
9900000.0,9719415.0,180585.0,180585.0
620000.0,739535.56,-119535.5625,119535.5625
4195000.0,3517121.5,677878.5,677878.5
1700000.0,1735688.5,-35688.5,35688.5
899000.0,756672.4,142327.625,142327.625
7000000.0,9322855.0,-2322855.0,2322855.0
1911000.0,1833956.8,77043.25,77043.25
1400000.0,1981600.0,-581600.0,581600.0
645000.0,692631.94,-47631.9375,47631.9375
690000.0,589800.4,100199.625,100199.625
484999.0,506555.22,-21556.21875,21556.21875
450000.0,554477.75,-104477.75,104477.75
4150000.0,4504975.5,-354975.5,354975.5
6100000.0,6730403.0,-630403.0,630403.0
2950000.0,4161703.0,-1211703.0,1211703.0
1050000.0,1228854.2,-178854.25,178854.25
5400000.0,4437322.0,962678.0,962678.0
4690000.0,4802132.5,-112132.5,112132.5
600000.0,666270.9,-66270.875,66270.875
9500000.0,10630902.0,-1130902.0,1130902.0
2600000.0,2983288.0,-383288.0,383288.0
345000.0,413450.6,-68450.59375,68450.59375
925000.0,994516.75,-69516.75,69516.75
1350000.0,1215134.5,134865.5,134865.5
5350000.0,4063140.8,1286859.25,1286859.25
2500000.0,2491806.2,8193.75,8193.75
2850000.0,2540542.2,309457.75,309457.75
700000.0,709897.5,-9897.5,9897.5
985000.0,1058627.2,-73627.25,73627.25
1025000.0,1019732.06,5267.9375,5267.9375
325000.0,372918.62,-47918.625,47918.625
1750000.0,1827092.8,-77092.75,77092.75
2345000.0,2207234.8,137765.25,137765.25
1975000.0,1936989.1,38010.875,38010.875
535000.0,615402.4,-80402.375,80402.375
575000.0,566355.2,8644.8125,8644.8125
1200000.0,788345.25,411654.75,411654.75
625000.0,576665.1,48334.875,48334.875
3195000.0,3510270.5,-315270.5,315270.5
1764999.0,1401348.8,363650.25,363650.25
950000.0,1093748.6,-143748.625,143748.625
360000.0,296878.72,63121.28125,63121.28125
630000.0,538929.9,91070.125,91070.125
190000.0,228720.95,-38720.953125,38720.953125
545000.0,300621.62,244378.375,244378.375
590000.0,588480.3,1519.6875,1519.6875
1450000.0,1443665.8,6334.25,6334.25
275000.0,331839.94,-56839.9375,56839.9375
475000.0,666619.8,-191619.8125,191619.8125
8500000.0,4197054.0,4302946.0,4302946.0
3995000.0,4331067.0,-336067.0,336067.0
1595000.0,1621885.2,-26885.25,26885.25
1050000.0,1154418.8,-104418.75,104418.75
400000.0,497658.34,-97658.34375,97658.34375
4800000.0,4950664.0,-150664.0,150664.0
625000.0,657900.7,-32900.6875,32900.6875
620000.0,687959.9,-67959.875,67959.875
316000.0,1216611.4,-900611.375,900611.375
440000.0,395516.22,44483.78125,44483.78125
195000.0,738425.06,-543425.0625,543425.0625
990000.0,1085567.4,-95567.375,95567.375
575000.0,632750.3,-57750.3125,57750.3125
865000.0,873214.9,-8214.875,8214.875
1729000.0,1777679.4,-48679.375,48679.375
1375000.0,949172.8,425827.1875,425827.1875
1513000.0,1655787.9,-142787.875,142787.875
690000.0,932413.8,-242413.8125,242413.8125
750000.0,813946.7,-63946.6875,63946.6875
245000.0,246678.16,-1678.15625,1678.15625
1700000.0,1561605.5,138394.5,138394.5
625000.0,617430.56,7569.4375,7569.4375
630000.0,545446.5,84553.5,84553.5
269000.0,304527.47,-35527.46875,35527.46875
525000.0,383234.4,141765.59375,141765.59375
5950000.0,5901184.0,48816.0,48816.0
385000.0,407985.12,-22985.125,22985.125
335000.0,357811.62,-22811.625,22811.625
225000.0,282374.2,-57374.1875,57374.1875
1225000.0,1415367.8,-190367.75,190367.75
425000.0,487305.75,-62305.75,62305.75
2975000.0,3037123.0,-62123.0,62123.0
1200000.0,831779.3,368220.6875,368220.6875
425000.0,493293.8,-68293.8125,68293.8125
990000.0,885613.94,104386.0625,104386.0625
320000.0,281497.8,38502.1875,38502.1875
575000.0,530236.3,44763.6875,44763.6875
610000.0,469700.8,140299.1875,140299.1875
745000.0,680448.2,64551.8125,64551.8125
755000.0,726319.1,28680.875,28680.875
695000.0,779905.1,-84905.125,84905.125
210000.0,254645.39,-44645.390625,44645.390625
675000.0,682815.5,-7815.5,7815.5
650000.0,704850.25,-54850.25,54850.25
3500000.0,3822366.0,-322366.0,322366.0
550000.0,544337.2,5662.8125,5662.8125
590000.0,669098.1,-79098.125,79098.125
525000.0,525226.06,-226.0625,226.0625
795000.0,703515.9,91484.125,91484.125
675000.0,662440.6,12559.375,12559.375
295000.0,433937.62,-138937.625,138937.625
969999.0,1065643.0,-95644.0,95644.0
1350000.0,1751184.1,-401184.125,401184.125
525000.0,466900.53,58099.46875,58099.46875
790000.0,753117.06,36882.9375,36882.9375
365000.0,387222.62,-22222.625,22222.625
2385000.0,2493361.2,-108361.25,108361.25
585000.0,598103.25,-13103.25,13103.25
2100000.0,1585428.9,514571.125,514571.125
1450000.0,1969653.9,-519653.875,519653.875
2800000.0,2620893.5,179106.5,179106.5
910000.0,839743.2,70256.8125,70256.8125
328000.0,450117.9,-122117.90625,122117.90625
495000.0,506888.53,-11888.53125,11888.53125
590000.0,654069.2,-64069.1875,64069.1875
5950000.0,5654218.0,295782.0,295782.0
3400000.0,4186772.8,-786772.75,786772.75
390000.0,346005.44,43994.5625,43994.5625
2775000.0,2554804.2,220195.75,220195.75
1580000.0,1543971.1,36028.875,36028.875
175000.0,290901.0,-115901.0,115901.0
2765000.0,5001083.5,-2236083.5,2236083.5
1825000.0,1753006.2,71993.75,71993.75
1090000.0,1715018.4,-625018.375,625018.375
540000.0,560992.25,-20992.25,20992.25
295000.0,271912.62,23087.375,23087.375
585000.0,634729.25,-49729.25,49729.25
4100000.0,4496164.0,-396164.0,396164.0
3950000.0,3063202.8,886797.25,886797.25
1250000.0,1377045.8,-127045.75,127045.75
195000.0,234743.94,-39743.9375,39743.9375
865000.0,796136.3,68863.6875,68863.6875
2775000.0,3111035.5,-336035.5,336035.5
1525000.0,1486568.0,38432.0,38432.0
280000.0,348138.25,-68138.25,68138.25
625000.0,2266916.8,-1641916.75,1641916.75
740000.0,826997.25,-86997.25,86997.25
484999.0,365718.53,119280.46875,119280.46875
1835000.0,1626744.0,208256.0,208256.0
725000.0,612912.5,112087.5,112087.5
580000.0,261441.3,318558.703125,318558.703125
1125000.0,1039027.94,85972.0625,85972.0625
1125000.0,1117487.0,7513.0,7513.0
650000.0,736167.3,-86167.3125,86167.3125
1095000.0,1255181.0,-160181.0,160181.0
650000.0,834127.56,-184127.5625,184127.5625
17478000.000000067,15008160.0,2469840.000000067,2469840.000000067
1350000.0,1504875.2,-154875.25,154875.25
275000.0,108609.38,166390.6171875,166390.6171875
1550000.0,1313143.4,236856.625,236856.625
5590000.0,5187433.5,402566.5,402566.5
325000.0,357047.7,-32047.6875,32047.6875
785000.0,519856.62,265143.375,265143.375
